NAME_2,STATE_NA_1,Land resource area,Pasture_grassland_mean_npp(gC/m2/yr),Grassland/Pasture NPP percetage of LRRs,HANPP_grazing(gC/m2/yr)Site_speific,Grassland/Pasture area_Acres,Grassland/Pasture area_m2,HANPP_grazing_Tonnes(Site specific),County_Area_m2,HANPP_grazing_gC/m2/yr(County),HANPP_grazing_Tonnes(County)
Heard,Georgia,S. Atlantic and gulf slope,495.097079,9.48,46.93520309,21274.5,86094923.07,4040.882699,780105024,5.179921389,
Coweta,Georgia,S. Atlantic and gulf slope,500.63396,9.48,47.46009941,32975.6,133447636.6,6333.4381,1154690048,5.484968118,
Clayton,Georgia,S. Atlantic and gulf slope,514.855253,9.48,48.80827798,3048,12334829.28,602.0417764,373910016,1.610124764,
Newton,Georgia,S. Atlantic and gulf slope,485.795249,9.48,46.05338961,24211.4,97980146.2,4512.317847,723110976,6.240145699,
Morgan,Georgia,S. Atlantic and gulf slope,502.574872,9.48,47.64409787,35369.6,143135819.5,6819.57699,917729024,7.430926572,
Greene,Georgia,S. Atlantic and gulf slope,524.270052,9.48,49.70080093,21341.9,86367681.43,4292.542942,1052190016,4.079627136,
Taliaferro,Georgia,S. Atlantic and gulf slope,487.698086,9.48,46.23377855,9216.3,37297075.82,1724.384744,506068992,3.407410395,
McDuffie,Georgia,S. Atlantic and gulf slope,504.627992,9.48,47.83873364,16195.9,65542539.87,3135.472107,690009984,4.544096723,
Columbia,Georgia,S. Atlantic and gulf slope,509.616328,9.48,48.31162789,11354.1,45948453.13,2219.84457,796612992,2.786603523,
Spalding,Georgia,S. Atlantic and gulf slope,530.682282,9.48,50.30868033,19973.5,80829958.21,4066.448529,516816000,7.868271356,
Butts,Georgia,S. Atlantic and gulf slope,488.000659,9.48,46.26246247,14997.4,60692378.16,2807.778867,486887008,5.766797678,
Jasper,Georgia,S. Atlantic and gulf slope,504.378759,9.48,47.81510635,21984.6,88968598.36,4254.042992,968505984,4.39237657,
Putnam,Georgia,S. Atlantic and gulf slope,492.387095,9.48,46.67829661,17380.1,70334831.49,3283.110126,933870016,3.515596464,
Meriwether,Georgia,S. Atlantic and gulf slope,482.565039,9.48,45.7471657,39449,159644580.1,7303.28706,1309059968,5.579031701,
Pike,Georgia,S. Atlantic and gulf slope,508.116042,9.48,48.16940078,25919.2,104891373.7,5052.554619,568288000,8.89083461,
Lamar,Georgia,S. Atlantic and gulf slope,512.03015,9.48,48.54045822,18372.5,74350935.35,3609.028471,481524000,7.495012649,
Monroe,Georgia,S. Atlantic and gulf slope,482.155323,9.48,45.70832462,19385.9,78452023.27,3585.910547,1031489984,3.476437583,
Jones,Georgia,S. Atlantic and gulf slope,502.747343,9.48,47.66044812,14572.6,58973272.04,2810.692572,1024110016,2.7445221,
Baldwin,Georgia,S. Atlantic and gulf slope,499.247494,9.48,47.32866243,13508.5,54667008.31,2587.316382,694630016,3.724740254,
Burke,Georgia,S. Atlantic and gulf slope,643.808251,9.48,61.03302219,21788,88172985.68,5381.463792,2161840128,2.489297762,
Harris,Georgia,S. Atlantic and gulf slope,479.511553,9.48,45.45769522,21188.2,85745679.05,3897.800945,1224550016,3.183047564,
Talbot,Georgia,S. Atlantic and gulf slope,504.649466,9.48,47.84076938,12858.4,52036144.62,2489.449194,1022329984,2.43507403,
Upson,Georgia,S. Atlantic and gulf slope,483.341794,9.48,45.82080207,21427.5,86714092.65,3973.309276,848337984,4.683639482,
Crawford,Georgia,S. Atlantic and gulf slope,534.464062,9.48,50.66719308,17467.3,70687717.68,3581.54824,845648000,4.235270751,
Wilkinson,Georgia,S. Atlantic and gulf slope,516.900749,9.48,49.00219101,15480.4,62647011.54,3069.840826,1170489984,2.622697219,
Chattahoochee,Georgia,S. Atlantic and gulf slope,498.052155,9.48,47.21534429,7842.4,31737094.86,1498.477861,650160000,2.304783224,
Marion,Georgia,S. Atlantic and gulf slope,655.84466,9.48,62.17407377,18793.7,76055472.78,4728.678575,951742016,4.968445751,
Taylor,Georgia,S. Atlantic and gulf slope,621.549337,9.48,58.92287715,24272.6,98227814.04,5787.865419,983363968,5.885781468,
Peach,Georgia,S. Atlantic and gulf slope,624.619106,9.48,59.21389125,7651.7,30965358.66,1833.57938,391736000,4.680650694,
Macon ,Georgia,S. Atlantic and gulf slope,682.986745,9.48,64.74714343,9094.6,36804572.96,2382.990964,1051630016,2.265997478,
Houston,Georgia,S. Atlantic and gulf slope,606.858774,9.48,57.53021178,8025.3,32477265.56,1868.423965,984172992,1.898471082,
Twiggs,Georgia,S. Atlantic and gulf slope,541.951197,9.48,51.37697348,12075.8,48869071.99,2510.745015,939244032,2.673155144,
Treutlen,Georgia,S. Atlantic and gulf slope,505.028719,9.48,47.87672256,6396.3,25884930.62,1239.285642,524315008,2.363628015,
Candler,Georgia,S. Atlantic and gulf slope,644.482675,9.48,61.09695759,6652.5,26921736.15,1644.836172,644497024,2.552123766,
Bulloch,Georgia,S. Atlantic and gulf slope,765.075619,9.48,72.52916868,10298.9,41678206.45,3022.885666,1783440000,1.694974693,
Schley,Georgia,S. Atlantic and gulf slope,712.220662,9.48,67.51851876,3087.1,12493061.51,843.5130076,435086016,1.938727003,
Stewart,Georgia,S. Atlantic and gulf slope,682.832526,9.48,64.73252346,7139.1,28890938.23,1870.183337,1200669952,1.557616507,
 Sumter,Georgia,S. Atlantic and gulf slope,684.989512,9.48,64.93700574,3086.6,12491038.08,811.1306112,1275330048,0.636016232,
Dooly,Georgia,S. Atlantic and gulf slope,738.360951,9.48,69.99661815,2610.5,10564328.03,739.4672352,1028809984,0.718759777,
Pulaski,Georgia,S. Atlantic and gulf slope,661.601422,9.48,62.71981481,1137.3,4602493.878,288.6675637,650758976,0.443585989,
Dodge,Georgia,S. Atlantic and gulf slope,563.766196,9.48,53.44503538,9653.3,39065553.64,2087.859896,1303079936,1.602250053,
Wheeler,Georgia,S. Atlantic and gulf slope,479.569433,9.48,45.46318225,8034,32512473.24,1478.120496,777715968,1.900591678,
Montgomery,Georgia,S. Atlantic and gulf slope,552.618691,9.48,52.38825191,7229.6,29257179.06,1532.732466,634028032,2.417452209,
Toombs,Georgia,S. Atlantic and gulf slope,597.510707,9.48,56.64401502,11385.3,46074715.16,2609.856858,961000000,2.715771964,
Tatinall,Georgia,S. Atlantic and gulf slope,643.998448,9.48,61.05105287,21527.8,87119992.71,5318.767281,1264460032,4.206354607,
Quitman,Georgia,S. Atlantic and gulf slope,738.594383,9.48,70.01874751,4344.7,17582392.64,1231.097111,416099008,2.958663893,
Terrell,Georgia,S. Atlantic and gulf slope,720.097575,9.48,68.26525011,1230.3,4978851.858,339.8825673,873905024,0.38892392,
Lee,Georgia,S. Atlantic and gulf slope,702.031066,9.48,66.55254506,696.3,2817828.618,187.5336661,937182016,0.200103782,
Crisp,Georgia,S. Atlantic and gulf slope,716.833807,9.48,67.9558449,744.8,3014101.328,204.8258024,728067968,0.281327859,
Wilcox,Georgia,S. Atlantic and gulf slope,648.518744,9.48,61.47957693,3775.1,15277301.19,939.2420136,989516992,0.949192405,
Turner,Georgia,S. Atlantic and gulf slope,745.89214,9.48,70.71057487,1367.9,5535699.794,391.4325148,750747008,0.521390709,
Clay,Georgia,S. Atlantic and gulf slope,756.303645,9.48,71.69758555,2532.9,10250291.69,734.9211656,562563008,1.306380183,
Dougherty,Georgia,S. Atlantic and gulf slope,595.258971,9.48,56.43055045,801.5,3243558.29,183.0357797,867088000,0.211092507,
Worth,Georgia,S. Atlantic and gulf slope,751.670513,9.48,71.25836463,1238.1,5010417.366,357.0341476,1488739968,0.239823042,
Tift,Georgia,S. Atlantic and gulf slope,737.823322,9.48,69.94565093,684.1,2768456.926,193.6415217,696270976,0.278112299,
Early,Georgia,S. Atlantic and gulf slope,748.668724,9.48,70.97379504,2635.8,10666713.59,757.0571439,1337319936,0.566100245,
Miller,Georgia,S. Atlantic and gulf slope,755.801043,9.48,71.64993888,979.9,3965518.114,284.1291305,734286016,0.386946128,
 Baker,Georgia,S. Atlantic and gulf slope,691.485915,9.48,65.55286474,1305.9,5284794.474,346.4334173,904672000,0.382938145,
Mitchell,Georgia,S. Atlantic and gulf slope,753.564878,9.48,71.43795043,1434.2,5804006.612,414.6263367,1331100032,0.311491493,
Colquitt,Georgia,S. Atlantic and gulf slope,736.371998,9.48,69.80806541,1114.6,4510630.156,314.878365,1441360000,0.218459209,
Cook,Georgia,S. Atlantic and gulf slope,704.119125,9.48,66.75049305,626.9,2536976.534,169.3444345,603985984,0.280378087,
Decatur,Georgia,S. Atlantic and gulf slope,707.107364,9.48,67.03377811,3887.9,15733786.99,1054.695186,1613890048,0.653511178,
Grady,Georgia,S. Atlantic and gulf slope,848.96558,9.48,80.48193698,2733.7,11062901.18,890.3637158,1191900032,0.747012075,
Thomas,Georgia,S. Atlantic and gulf slope,789.936183,9.48,74.88595015,2146.1,8684966.246,650.3819493,1430290048,0.454720321,
Brooks,Georgia,S. Atlantic and gulf slope,792.810966,9.48,75.15847958,3486,14107353.96,1060.287274,1288930048,0.822610409,
Lowndes,Georgia,S. Atlantic and gulf slope,674.909653,9.48,63.9814351,5005.7,20257367.1,1296.095419,1322029952,0.980382794,
McCracken,Kentucky,S. Atlantic and gulf slope,866.358483,9.48,82.13078419,14068,56931226.48,4675.806276,694080000,6.736696455,
Fulton,Kentucky,S. Atlantic and gulf slope,888.90899,9.48,84.26857225,2603.6,10536404.7,887.8877804,597025024,1.487186876,
Hickman,Kentucky,S. Atlantic and gulf slope,829.886733,9.48,78.67326229,4437,17955917.82,1412.650632,655134976,2.156274179,
Carlisle,Kentucky,S. Atlantic and gulf slope,799.781561,9.48,75.81929198,7454.7,30168127.24,2287.326048,515254016,4.439220223,
Ballard,Kentucky,S. Atlantic and gulf slope,811.742556,9.48,76.95319431,11283.4,45662340.12,3513.862932,708544000,4.959272723,
Graves,Kentucky,S. Atlantic and gulf slope,732.272678,9.48,69.41944987,30982,125379816.5,8703.797888,1442099968,6.035502449,
Marshall,Kentucky,S. Atlantic and gulf slope,716.521773,9.48,67.92626408,17824,72131232.64,4899.605157,881006976,5.561369308,
Calloway,Kentucky,S. Atlantic and gulf slope,779.173176,9.48,73.86561708,16570.8,67059707.69,4953.40669,1064080000,4.655107407,
Red River,Louisiana,S. Atlantic and gulf slope,572.359424,9.48,54.2596734,51084.9,206733438.4,11217.28885,1041939968,10.76577269,
Washington,Louisiana,S. Atlantic and gulf slope,541.368285,9.48,51.32171342,59035.1,238906784.8,12261.10554,1750759936,7.003304845,
Beauregard,Louisiana,S. Atlantic and gulf slope,494.852669,9.48,46.91203302,77014.6,311667304.2,14620.94686,3019020032,4.842944634,
Livingston,Louisiana,S. Atlantic and gulf slope,471.716314,9.48,44.71870657,24275.5,98239549.93,4393.145607,1790960000,2.452955737,
Allen,Louisiana,S. Atlantic and gulf slope,506.142115,9.48,47.9822725,30335.3,122762712.2,5890.433908,1984480000,2.968250578,
Caddo,Louisiana,S. Atlantic and gulf slope,480.009586,9.48,45.50490875,74253.3,300492709.6,13673.89333,2425139968,5.638393459,
Bossier,Louisiana,S. Atlantic and gulf slope,463.186866,9.48,43.9101149,65281.5,264185091.1,11600.3977,2246609920,5.163512188,
Webster,Louisiana,S. Atlantic and gulf slope,409.433242,9.48,38.81427134,28516.3,115401473.8,4479.224118,1592349952,2.812964645,
Claiborne,Louisiana,S. Atlantic and gulf slope,483.329778,9.48,45.81966295,31153.9,126075471.8,5776.735623,1987480064,2.906562801,
Union,Louisiana,S. Atlantic and gulf slope,499.672455,9.48,47.36894873,35711.5,144519440.9,6845.733987,2344169984,2.920323199,
De Soto,Louisiana,S. Atlantic and gulf slope,463.351914,9.48,43.92576145,79916.8,323412101.2,14206.12281,2316590080,6.132342071,
Bienville,Louisiana,S. Atlantic and gulf slope,412.406387,9.48,39.09612549,30664.4,124094533.8,4851.615465,2128839936,2.278994951,
Lincoln,Louisiana,S. Atlantic and gulf slope,487.571206,9.48,46.22175033,19888.3,80485165.74,3720.165236,1224019968,3.039301101,
Ouachita,Louisiana,S. Atlantic and gulf slope,457.372324,9.48,43.35889632,8755,35430259.3,1536.216939,1636199936,0.938893167,
Jackson,Louisiana,S. Atlantic and gulf slope,420.019002,9.48,39.81780139,17845.8,72219454.19,2875.619883,1502780032,1.913533466,
Winn,Louisiana,S. Atlantic and gulf slope,381.999644,9.48,36.21356625,20306.6,82177967.28,2975.957262,2478720000,1.200602433,
Sabine,Louisiana,S. Atlantic and gulf slope,439.33197,9.48,41.64867076,49411,199959399.5,8328.043193,2619150080,3.179673916,
Natchitoches,Louisiana,S. Atlantic and gulf slope,516.651744,9.48,48.97858533,102987.6,416776398.9,20413.11842,3364110080,6.067910364,
Grant,Louisiana,S. Atlantic and gulf slope,543.826481,9.48,51.5547504,19403.7,78524057.38,4048.288179,1721410048,2.351727982,
La Salle,Louisiana,S. Atlantic and gulf slope,393.449988,9.48,37.29905886,13773.6,55739830.9,2079.043234,1715900032,1.211634241,
Vernon,Louisiana,S. Atlantic and gulf slope,384.248695,9.48,36.42677629,51936.7,210180553.8,7656.200012,3474639872,2.203451377,
Rapids,Louisiana,S. Atlantic and gulf slope,704.233926,9.48,66.76137618,63233.2,255895907.8,17083.96296,3526490112,4.84446643,
West Feliciana,Louisiana,S. Atlantic and gulf slope,716.790306,9.48,67.95172101,22887.7,92623317.62,6293.913838,1103650048,5.702816621,
East Feliciana,Louisiana,S. Atlantic and gulf slope,652.467735,9.48,61.85394128,48220.1,195139993.9,12070.17772,1180499968,10.22463198,
Saint Helena,Louisiana,S. Atlantic and gulf slope,505.778821,9.48,47.94783223,32048.8,129697006.8,6218.690321,1060550016,5.863646436,
Tangipahoa,Louisiana,S. Atlantic and gulf slope,617.645398,9.48,58.55278373,80587.1,326124711.5,19095.5097,2185910016,8.735725424,
East Baton Rouge,Louisiana,S. Atlantic and gulf slope,630.137352,9.48,59.73702097,46273.9,187263995,11186.59319,1217970048,9.184620929,
Tangipahoa,Louisiana,S. Atlantic and gulf slope,617.645398,9.48,58.55278373,80587.1,326124711.5,19095.5097,2185910016,8.735725424,
Saint Tammany,Louisiana,S. Atlantic and gulf slope,480.983514,9.48,45.59723713,30483.6,123362861.5,5625.005648,2812339968,2.000115815,
Adams,Mississippi,S. Atlantic and gulf slope,665.495587,9.48,63.08898165,10997.4,44504938.16,2807.771227,1262630016,2.223748201,
Alcorn,Mississippi,S. Atlantic and gulf slope,712.600425,9.48,67.55452029,31822,128779178.9,8699.615655,1040060032,8.364532227,
Amite,Mississippi,S. Atlantic and gulf slope,511.290534,9.48,48.47034262,55460.8,224442093.1,10878.78515,1894620032,5.741935041,
Attala,Mississippi,S. Atlantic and gulf slope,615.289992,9.48,58.32949124,44930.6,181827847.9,10605.92586,1907990016,5.55869044,
Benton,Mississippi,S. Atlantic and gulf slope,740.160395,9.48,70.16720545,27310.7,110522579.4,7755.060535,1058489984,7.326531807,
Calhoun,Mississippi,S. Atlantic and gulf slope,772.260958,9.48,73.21033882,43301.3,175234298.9,12828.9624,1522259968,8.427576542,
Carroll,Mississippi,S. Atlantic and gulf slope,642.303581,9.48,60.89037948,43861.1,177499731.1,10808.02599,1643680000,6.575504956,
Chickasaw,Mississippi,S. Atlantic and gulf slope,663.473079,9.48,62.89724789,70437.1,285049082.5,17928.8028,1306160000,13.72634501,
Choctaw,Mississippi,S. Atlantic and gulf slope,610.297749,9.48,57.85622661,19200.4,77701330.74,4495.505799,1087389952,4.134216792,
Claiborne,Mississippi,S. Atlantic and gulf slope,527.75288,9.48,50.03097302,17130.2,69323521.17,3468.323218,1297740032,2.672587061,
Clarke,Mississippi,S. Atlantic and gulf slope,466.8316,9.48,44.25563568,40576.8,164208628.8,7267.157254,1796000000,4.046301366,
Clay,Mississippi,S. Atlantic and gulf slope,579.205127,9.48,54.90864604,30894.6,125026121,6865.015021,1077629952,6.370475327,
Copiah,Mississippi,S. Atlantic and gulf slope,497.305799,9.48,47.14458975,69273.5,280340156.2,13216.52165,2018589952,6.547402874,
Covington,Mississippi,S. Atlantic and gulf slope,534.978131,9.48,50.71592682,49254,199324042.4,10108.90355,1074680064,9.406430703,
DeSoto,Mississippi,S. Atlantic and gulf slope,709.78182,9.48,67.28731654,45152.3,182725036.8,12295.07739,1287000064,9.553284209,
Forrest,Mississippi,S. Atlantic and gulf slope,471.735381,9.48,44.72051412,26659.8,107888478.2,4824.828214,1217830016,3.961824023,
Franklin,Mississippi,S. Atlantic and gulf slope,527.36553,9.48,49.99425224,21074.6,85285955.76,4263.807585,1468169984,2.904164798,
George,Mississippi,S. Atlantic and gulf slope,510.256165,9.48,48.37228444,29266.7,118438237.6,5729.128116,1252989952,4.57236557,
Greene,Mississippi,S. Atlantic and gulf slope,439.259166,9.48,41.64176894,33344.3,134939713.9,5619.128387,1861639936,3.018375507,
Grenada,Mississippi,S. Atlantic and gulf slope,659.794655,9.48,62.54853329,24514.8,99207963.53,6205.31261,1163699968,5.332399055,
Hancock,Mississippi,S. Atlantic and gulf slope,562.878094,9.48,53.36084331,22145.4,89619333.44,4782.16321,1257270016,3.803608731,
Harrison,Mississippi,S. Atlantic and gulf slope,528.22933,9.48,50.07614048,17013.2,68850038.55,3447.744203,1527769984,2.256716809,
Hinds,Mississippi,S. Atlantic and gulf slope,551.32596,9.48,52.26570101,113350.8,458714818.5,23975.05155,2272620032,10.54952047,
Holmes,Mississippi,S. Atlantic and gulf slope,840.074639,9.48,79.63907578,39600.9,160259298.2,12762.90239,1980620032,6.44389241,
Itawamba,Mississippi,S. Atlantic and gulf slope,635.107934,9.48,60.20823214,27995.5,113293869.1,6821.223573,1399709952,4.873312191,
Jackson,Mississippi,S. Atlantic and gulf slope,597.422553,9.48,56.63565802,15419.1,62398939.03,3534.004972,1934419968,1.826906789,
Jasper,Mississippi,S. Atlantic and gulf slope,481.997915,9.48,45.69340234,44295.9,179259305.9,8190.967587,1755010048,4.667191277,
Jefferson,Mississippi,S. Atlantic and gulf slope,552.897806,9.48,52.41471201,14861.7,60143219.26,3152.389517,1366279936,2.307279375,
Jefferson Davis,Mississippi,S. Atlantic and gulf slope,483.650233,9.48,45.85004209,39580.7,160177551.6,7344.147483,1059470016,6.93190687,
Jones,Mississippi,S. Atlantic and gulf slope,447.428067,9.48,42.41618075,66646.1,269707436.2,11439.95937,1812120064,6.313025055,
Kemper,Mississippi,S. Atlantic and gulf slope,491.287797,9.48,46.57408316,60321.9,244114284.2,11369.39897,1986610048,5.723014934,
Lafayette,Mississippi,S. Atlantic and gulf slope,601.478205,9.48,57.02013383,45056,182335324.2,10396.78459,1759559936,5.90874137,
Lamar,Mississippi,S. Atlantic and gulf slope,503.221558,9.48,47.7054037,41602.5,168359493.2,8031.657587,1295980032,6.197362142,
Lauderdale,Mississippi,S. Atlantic and gulf slope,484.90639,9.48,45.96912577,41502,167952783.7,7720.642639,1851859968,4.169128753,
Lawrence,Mississippi,S. Atlantic and gulf slope,479.352173,9.48,45.442586,36146.2,146278610.9,6647.278357,1128569984,5.89000102,
Leake,Mississippi,S. Atlantic and gulf slope,523.904546,9.48,49.66615096,57037.6,230823181.9,11464.099,1515980032,7.562170185,
Lee,Mississippi,S. Atlantic and gulf slope,708.566221,9.48,67.17207775,56188.2,227385779.1,15273.97523,1173849984,13.01186305,
Lincoln,Mississippi,S. Atlantic and gulf slope,522.342985,9.48,49.51811498,72241.6,292351641.4,14476.70219,1523600000,9.501642289,
Lowndes,Mississippi,S. Atlantic and gulf slope,697.50232,9.48,66.12321994,70803.6,286532256.7,18946.43543,1337389952,14.16672482,
Madison,Mississippi,S. Atlantic and gulf slope,563.301442,9.48,53.4009767,91893.9,371881748.2,19858.84857,1921699968,10.33400057,
Marion,Mississippi,S. Atlantic and gulf slope,538.092401,9.48,51.01115961,45407.4,183757390.8,9373.677591,1420989952,6.596582599,
Marshall,Mississippi,S. Atlantic and gulf slope,654.314797,9.48,62.02904276,86764.4,351123379.8,21779.84714,1838450048,11.84685282,
Monroe,Mississippi,S. Atlantic and gulf slope,656.474633,9.48,62.23379521,72073.7,291672173.6,18151.86632,1999399936,9.078657047,
Montgomery,Mississippi,S. Atlantic and gulf slope,667.593134,9.48,63.2878291,31479.5,127393129.4,8062.4346,1056430016,7.6317735,
Neshoba,Mississippi,S. Atlantic and gulf slope,490.74858,9.48,46.52296538,61657.1,249517651.7,11608.30107,1480579968,7.840374261,
Newton,Mississippi,S. Atlantic and gulf slope,524.710774,9.48,49.74258138,49251.7,199314734.7,9914.429408,1501020032,6.605127978,
Noxubee,Mississippi,S. Atlantic and gulf slope,744.017093,9.48,70.53282042,79248.3,320706775.3,22620.35339,1813440000,12.47372584,
Oktibbeha,Mississippi,S. Atlantic and gulf slope,573.109649,9.48,54.33079473,55494.6,224578877,12201.54886,1196179968,10.20042902,
Panola,Mississippi,S. Atlantic and gulf slope,768.513763,9.48,72.85510473,87911,355763509.5,25919.18774,1826419968,14.19125294,
Pearl River,Mississippi,S. Atlantic and gulf slope,523.06882,9.48,49.58692414,68580.7,277536491.6,13762.18095,2119389952,6.493463339,
Perry,Mississippi,S. Atlantic and gulf slope,446.982846,9.48,42.3739738,25468,103065430.5,4367.291851,1683840000,2.59365014,
Pike,Mississippi,S. Atlantic and gulf slope,582.70378,9.48,55.24031834,49276.2,199413882.7,11015.68636,1063840000,10.35464578,
Pontotoc,Mississippi,S. Atlantic and gulf slope,754.772658,9.48,71.55244798,60028.1,242925316.8,17381.90109,1297570048,13.39573237,
Prentiss,Mississippi,S. Atlantic and gulf slope,789.83001,9.48,74.87588495,34170.3,138282420.3,10354.01859,1083250048,9.558290451,
Rankin,Mississippi,S. Atlantic and gulf slope,508.819865,9.48,48.2361232,70509.1,285340456.4,13763.71741,2087760000,6.592576451,
Scott,Mississippi,S. Atlantic and gulf slope,508.45696,9.48,48.20171981,62822.5,254233862.4,12254.5094,1580989952,7.751162101,
Simpson,Mississippi,S. Atlantic and gulf slope,481.704958,9.48,45.66563002,57638.7,233255749.5,10651.77076,1529440000,6.964490765,
Smith,Mississippi,S. Atlantic and gulf slope,532.745282,9.48,50.50425273,52642.1,213035208.8,10759.18403,1650579968,6.518426393,
Stone,Mississippi,S. Atlantic and gulf slope,506.138278,9.48,47.98190875,23880.5,96641040.23,4637.021574,1160700032,3.995021493,
Tate,Mississippi,S. Atlantic and gulf slope,620.698869,9.48,58.84225278,65612.4,265524197.1,15624.04192,1064400000,14.67873161,
Tippah,Mississippi,S. Atlantic and gulf slope,651.16624,9.48,61.73055955,344354.4,1393554047,86024.8711,1191010048,72.22850155,
Tishomingo,Mississippi,S. Atlantic and gulf slope,615.401271,9.48,58.34004049,23440,94858398.4,5534.042804,1151190016,4.807236622,
Union,Mississippi,S. Atlantic and gulf slope,694.793462,9.48,65.8664202,37705.7,152589689.1,10050.53658,1079699968,9.308638398,
Walthall,Mississippi,S. Atlantic and gulf slope,514.241328,9.48,48.75007789,57342,232055046.1,11312.70157,1047480000,10.79992131,
Warren,Mississippi,S. Atlantic and gulf slope,641.062615,9.48,60.7727359,9692.8,39225404.61,2383.835155,1602370048,1.487693282,
Wayne,Mississippi,S. Atlantic and gulf slope,448.524963,9.48,42.52016649,44764.9,181157283.2,7702.837844,2106979968,3.655866672,
Webster,Mississippi,S. Atlantic and gulf slope,615.97111,9.48,58.39406123,25609,103636037.7,6051.729133,1096349952,5.519888173,
Wilkinson,Mississippi,S. Atlantic and gulf slope,567.365959,9.48,53.78629291,23578.1,95417269.77,5132.141221,1781069952,2.881493349,
Winston,Mississippi,S. Atlantic and gulf slope,533.215773,9.48,50.54885528,43351.6,175437856,8868.182792,1579970048,5.612880322,
Yalobusha,Mississippi,S. Atlantic and gulf slope,611.911967,9.48,58.00925447,34827.4,140941612,8175.917834,1282220032,6.37637662,
Yazoo,Mississippi,S. Atlantic and gulf slope,634.20538,9.48,60.12267002,49698.8,201124085.8,12092.11704,2419510016,4.997754489,
Henderson,Tennessee,S. Atlantic and gulf slope,686.984762,9.48,65.12615544,23963.9,96978548.35,6315.840014,1361720064,4.638133917,
Hardin,Tennessee,S. Atlantic and gulf slope,616.256569,9.48,58.42112274,33083.9,133885911.6,7821.765272,1543960064,5.066041185,
Dyer,Tennessee,S. Atlantic and gulf slope,963.343693,9.48,91.3249821,10348,41876907.28,3824.407808,1363640064,2.804558115,
Carroll,Tennessee,S. Atlantic and gulf slope,799.192862,9.48,75.76348332,18172.5,73541563.35,5571.765008,1553970048,3.585503476,
Hardeman,Tennessee,S. Atlantic and gulf slope,675.530418,9.48,64.04028363,27867.6,112776275.7,7222.224684,1736569984,4.158902176,
Haywood,Tennessee,S. Atlantic and gulf slope,970.847592,9.48,92.03635172,11175.3,45224874.56,4162.332461,1383059968,3.009509752,
Lake,Tennessee,S. Atlantic and gulf slope,1097.886138,9.48,104.0796059,89.8,363408.028,37.82336433,501849984,0.07536787,
Obion,Tennessee,S. Atlantic and gulf slope,778.439025,9.48,73.79601957,23921.2,96805747.43,7143.878832,1438439936,4.966407462,
Weakley,Tennessee,S. Atlantic and gulf slope,860.960817,9.48,81.61908545,19898.3,80525634.34,6572.42863,1506489984,4.362742999,
Henry,Tennessee,S. Atlantic and gulf slope,766.178013,9.48,72.63367563,23589.4,95462999.28,6933.828525,1536540032,4.512624716,
Gibson,Tennessee,S. Atlantic and gulf slope,912.435824,9.48,86.49891612,24784.1,100297782.9,8675.649512,1563529984,5.548758003,
Lauderdale,Tennessee,S. Atlantic and gulf slope,926.02758,9.48,87.78741458,14535.3,58822324.16,5163.859758,1314680064,3.927845184,
Crockett,Tennessee,S. Atlantic and gulf slope,975.962317,9.48,92.52122765,9462.7,38294222.12,3543.028443,688235008,5.147992185,
Tipton,Tennessee,S. Atlantic and gulf slope,1005.63826,9.48,95.33450705,20737.9,83923377.99,8000.793871,1225939968,6.526252573,
Madison,Tennessee,S. Atlantic and gulf slope,853.267176,9.48,80.88972828,22458.7,90887214.68,7351.8421,1446809984,5.0814151,
Shelby,Tennessee,S. Atlantic and gulf slope,823.391471,9.48,78.05751145,36402,147313797.7,11498.94845,2033159936,5.655702854,
Fayette,Tennessee,S. Atlantic and gulf slope,749.050721,9.48,71.01000835,61059.6,247099652.9,17546.54841,1829069952,9.593153282,
Hardeman,Tennessee,S. Atlantic and gulf slope,675.530418,9.48,64.04028363,27867.6,112776275.7,7222.224684,1736569984,4.158902176,
Chester,Tennessee,S. Atlantic and gulf slope,719.700255,9.48,68.22758417,14445.6,58459320.82,3988.538232,740502976,5.386255506,
McNairy,Tennessee,S. Atlantic and gulf slope,725.326789,9.48,68.7609796,31727,128394727.2,8828.547219,1459399936,6.049436485,
Hardin,Tennessee,S. Atlantic and gulf slope,616.256569,9.48,58.42112274,33083.9,133885911.6,7821.765272,1543960064,5.066041185,
Harrison,Texas,S. Atlantic and gulf slope,394.599625,9.48,37.40804445,108808.1,440331147.6,16471.92714,2371859968,6.944730028,
Polk,Texas,S. Atlantic and gulf slope,411.449482,9.48,39.00541089,77250.3,312621149.1,12193.91637,2874089984,4.242705149,
San Jacinto,Texas,S. Atlantic and gulf slope,453.352561,9.48,42.97782278,54090.2,218895466.8,9407.650579,1626179968,5.785122658,
Trinity,Texas,S. Atlantic and gulf slope,426.52518,9.48,40.43458706,86433,349782250.4,14143.30086,1849360000,7.647673171,
Jasper,Texas,S. Atlantic and gulf slope,479.159128,9.48,45.42428533,48265,195321697.9,8872.348537,2511350016,3.532900026,
Marion,Texas,S. Atlantic and gulf slope,401.046745,9.48,38.01923143,28674.2,116040473,4411.769598,1088829952,4.05184445,
Smith,Texas,S. Atlantic and gulf slope,426.83327,9.48,40.463794,180618.9,730939401.7,29576.58137,2459680000,12.02456473,
