ID,ALAND,AWATER,npp_p_to12,npp_pco12c,Tot_area,Per_land,NPP_P_mod
ILLINOIS_HANCOCK,2055798692,53563370,16282.87384,24,2109362062,97.460684,6.9613
ILLINOIS_HARDIN,459435085,10641306,3022.329163,5,470076391,97.73626,6.184663
ILLINOIS_HENDERSON,981077355,42557372,7637.046814,11,1023634727,95.842524,7.243935
ILLINOIS_HENRY,2131698418,6825690,15055.49097,22,2138524108,99.680822,6.865318
ILLINOIS_IROQUOIS,2894039691,4241183,19351.33008,30,2898280874,99.853666,6.459896
ILLINOIS_JACKSON,1511439610,48312227,11345.26624,18,1559751837,96.90257,6.504395
ILLINOIS_JASPER,1281043656,9334509,8073.249023,12,1290378165,99.276607,6.769025
ILLINOIS_JEFFERSON,1479412106,32628685,10929.11926,16,1512040791,97.842076,6.981352
ILLINOIS_JERSEY,957415147,20333975,7465.574219,11,977749122,97.920328,6.931028
ILLINOIS_JO DAVIESS,1556385345,45789933,9842.123718,14,1602175278,97.142015,7.236918
ILLINOIS_JOHNSON,890268816,12819263,6128.890625,10,903088079,98.580508,6.217142
ILLINOIS_KANE,1345136016,12488621,8527.500732,13,1357624637,99.080112,6.620517
ILLINOIS_KANKAKEE,1752114613,12445712,12820.33136,20,1764560325,99.294685,6.455699
ILLINOIS_KENDALL,829412768,5136525,6506.93219,10,834549293,99.384515,6.547229
ILLINOIS_KNOX,1855427715,8837382,13898.30237,20,1864265097,99.525959,6.98225
ILLINOIS_LA SALLE,1149695575,2394258736,7998.041748,12,3543954311,32.441038,20.509508
ILLINOIS_LAKE,2940070811,33698037,20625.84204,31,2973768848,98.866824,6.741427
ILLINOIS_LAWRENCE,963938131,5076516,5418.93396,8,969014647,99.476116,6.809341
ILLINOIS_LEE,1877189067,9732924,14870.98291,22,1886921991,99.48419,6.794585
ILLINOIS_LIVINGSTON,2702983877,5975818,18692.51428,28,2708959695,99.779405,6.690657
ILLINOIS_LOGAN,1600757857,2252736,12924.61865,19,1603010593,99.859468,6.812004
ILLINOIS_MACON,1503684109,13406663,10896.02808,16,1517090772,99.116291,6.870735
ILLINOIS_MACOUPIN,2235091594,12250027,16385.15552,24,2247341621,99.45491,6.864566
ILLINOIS_MADISON,1853152211,63999231,13046.95612,19,1917151442,96.661754,7.103967
ILLINOIS_MARION,1482865607,9234118,10949.17468,16,1492099725,99.381133,6.885848
ILLINOIS_MARSHALL,1001843226,30364348,6744.587341,10,1032207574,97.05831,6.949006
ILLINOIS_MASON,1396914851,62748513,12312.93311,18,1459663364,95.701165,7.14779
ILLINOIS_MASSAC,614453457,11901753,4235.673035,7,626355210,98.09984,6.168167
ILLINOIS_MCDONOUGH,1526339596,2012552,10965.21893,16,1528352148,99.868319,6.862298
ILLINOIS_MCHENRY,1562786765,19872668,10729.5694,16,1582659433,98.74435,6.792599
ILLINOIS_MCLEAN,3064600918,7801224,19639.12286,29,3072402142,99.746087,6.78935
ILLINOIS_MENARD,814269350,2640418,5489.127319,8,816909768,99.67678,6.883659
ILLINOIS_MERCER,1453604361,19411909,11858.68134,17,1473016270,98.682166,7.068851
ILLINOIS_MONROE,997988611,33757480,7133.659485,11,1031746091,96.728121,6.704508
ILLINOIS_MONTGOMERY,1822726466,15458338,14373.61194,21,1838184804,99.159043,6.902625
ILLINOIS_MORGAN,1473584099,9065256,10317.43372,15,1482649355,99.388577,6.920603
ILLINOIS_MOULTRIE,870134336,22104308,6085.77179,9,892238644,97.522601,6.933745
ILLINOIS_OGLE,1964903717,12378959,13692.73554,20,1977282676,99.373941,6.8895
ILLINOIS_PEORIA,1602464183,30659935,11629.04828,17,1633124118,98.122621,6.971498
ILLINOIS_PERRY,1144367942,13418384,8359.036499,13,1157786326,98.841031,6.505424
ILLINOIS_PIATT,1137492084,754122,10161.00232,15,1138246206,99.933747,6.778493
ILLINOIS_PIKE,2153190725,45251516,16144.49219,24,2198442241,97.941655,6.868244
ILLINOIS_POPE,955326683,14329536,4849.364258,8,969656219,98.522204,6.152629
ILLINOIS_PULASKI,516225217,10490502,3673.122681,6,526715719,98.008318,6.246277
ILLINOIS_PUTNAM,414649309,31195045,3357.252197,5,445844354,93.003154,7.219652
ILLINOIS_RANDOLPH,1490194115,56150225,8848.385254,14,1546344340,96.368841,6.558422
ILLINOIS_RICHLAND,932484096,4874777,6146.940308,9,937358873,99.479945,6.865639
ILLINOIS_ROCK ISLAND,1107097990,61745666,9003.813416,13,1168843656,94.717372,7.312292
ILLINOIS_SAINT CLAIR,1703443126,41955024,11252.00928,17,1745398150,97.596249,6.781848
ILLINOIS_SALINE,984170285,17979016,7488.637756,12,1002149301,98.205954,6.354535
ILLINOIS_SANGAMON,2248804592,22646083,17178.34094,25,2271450675,99.003012,6.940533
ILLINOIS_SCHUYLER,1132602885,10510632,9505.19519,14,1143113517,99.080526,6.852431
ILLINOIS_SCOTT,649542040,4814546,4771.148682,7,654356586,99.264232,6.866448
ILLINOIS_SHELBY,1964532713,24746071,14273.33575,21,1989278784,98.756028,6.882442
ILLINOIS_STARK,746156170,684784,5429.964417,8,746840954,99.908309,6.793685
ILLINOIS_STEPHENSON,1461392067,1350223,13948.44025,20,1462742290,99.907692,6.980664
ILLINOIS_TAZEWELL,1674335551,29823809,10873.96735,16,1704159360,98.24994,6.917286
ILLINOIS_UNION,1070730011,22541668,7462.56604,12,1093271679,97.938146,6.349727
ILLINOIS_VERMILION,2326634941,7531159,16123.43427,25,2334166100,99.677351,6.47025
ILLINOIS_WABASH,578403998,10973558,4123.363586,6,589377556,98.138111,7.002654
ILLINOIS_WARREN,1404768322,1672625,10451.80408,15,1406440947,99.881074,6.976166
ILLINOIS_WASHINGTON,1457093517,3412705,9297.62323,14,1460506222,99.766334,6.656714
ILLINOIS_WAYNE,1848810372,4224962,13539.31287,20,1853035334,99.771998,6.785127
ILLINOIS_WHITE,1281999214,17833682,9675.6651,15,1299832896,98.628002,6.540174
ILLINOIS_WHITESIDE,1771808919,31883752,11587.935,17,1803692671,98.232307,6.939094
ILLINOIS_WILL,2164895527,34582450,14591.21191,23,2199477977,98.427697,6.445346
ILLINOIS_WILLIAMSON,1088349246,62460141,6896.0047,11,1150809387,94.572503,6.628877
ILLINOIS_WINNEBAGO,1329068433,15598347,9597.449341,14,1344666780,98.839984,6.935777
ILLINOIS_WOODFORD,1366821840,38477370,10159.99982,15,1405299210,97.26198,6.964009
INDIANA_ADAMS,877815499,2693924,5800.986572,9,880509423,99.694049,6.465321
INDIANA_ALLEN,1702451597,7002354,12851.41669,20,1709453951,99.590375,6.452138
INDIANA_BARTHOLOMEW,1054009620,6674332,7415.436035,12,1060683952,99.370752,6.218661
INDIANA_BENTON,1052616465,236033,7681.168274,12,1052852498,99.977582,6.402409
INDIANA_BLACKFORD,427559407,1298757,2576.099243,4,428858164,99.697159,6.459811
INDIANA_BOONE,1095336920,877155,7387.358826,12,1096214075,99.919983,6.161062
INDIANA_BROWN,808043860,12025993,4387.090454,7,820069853,98.53354,6.360547
INDIANA_CARROLL,964057405,7236323,6747.595398,11,971293728,99.254981,6.180221
INDIANA_CASS,1067476817,6973614,8017.094482,13,1074450431,99.35096,6.207284
INDIANA_CLARK,965645927,9224853,6089.782776,10,974870780,99.053736,6.147959
INDIANA_CLAY,926186141,7041856,6989.26178,11,933227997,99.24543,6.402183
INDIANA_CLINTON,1049119213,461117,6124.879456,10,1049580330,99.956067,6.127572
INDIANA_CRAWFORD,791534792,8041751,5659.597229,9,799576543,98.994249,6.35233
INDIANA_DAVIESS,1112396613,19102189,6413.675537,10,1131498802,98.31178,6.523812
INDIANA_DE KALB,790171242,5995931,5248.464111,8,796167173,99.2469,6.492654
INDIANA_DEARBORN,964946132,1955432,5641.547546,9,966901564,99.797763,6.573875
INDIANA_DECATUR,939731962,2657419,6443.757935,10,942389381,99.718013,6.286112
INDIANA_DELAWARE,1015536276,9863733,8374.07782,13,1025400009,99.03806,6.504164
INDIANA_DUBOIS,1106611849,20897444,8213.635925,13,1127509293,98.146583,6.437495
INDIANA_ELKHART,1199603973,12434083,8860.418396,14,1212038056,98.974118,6.39447
INDIANA_FAYETTE,556901555,366408,3911.780396,6,557267963,99.934249,6.523924
INDIANA_FLOYD,383227470,2706389,2425.684814,4,385933859,99.298743,6.107038
INDIANA_FOUNTAIN,1024774345,5729004,7031.37793,11,1030503349,99.444058,6.427897
INDIANA_FRANKLIN,995658324,17155849,5935.357117,9,1012814173,98.306121,6.708475
INDIANA_FULTON,954133353,7439336,5594.417664,9,961572689,99.226337,6.264486
INDIANA_GIBSON,1262416968,30412007,8720.031372,13,1292828975,97.647639,6.869307
INDIANA_GRANT,1072484468,2101804,7660.110535,12,1074586272,99.804408,6.395935
INDIANA_GREENE,1404983917,8919619,10270.30377,16,1413903536,99.369149,6.459691
INDIANA_HAMILTON,1021354950,20951834,5591.409363,9,1042306784,97.989859,6.340122
INDIANA_HANCOCK,792423987,2767313,3771.393677,6,795191300,99.651994,6.307607
INDIANA_HARRISON,1254889463,5193186,7877.709961,13,1260082649,99.587869,6.084854
INDIANA_HENDRICKS,1053849390,4880796,6195.072754,10,1058730186,99.538995,6.223765
INDIANA_HENRY,1014963816,7646214,5808.006042,9,1022610030,99.252284,6.501956
INDIANA_HOWARD,759058571,2194576,6197.078552,10,761253147,99.711715,6.214995
INDIANA_HUNTINGTON,991056705,13133694,7026.363892,11,1004190399,98.692111,6.472253
INDIANA_JACKSON,1320827167,10183339,9478.120605,15,1331010506,99.234917,6.367463
INDIANA_JASPER,1449563753,4428654,10849.90149,17,1453992407,99.695414,6.401794
INDIANA_JAY,994310119,458556,7760.386536,12,994768675,99.953903,6.469971
INDIANA_JEFFERSON,934051509,5826447,6185.04541,10,939877956,99.380085,6.223627
INDIANA_JENNINGS,975382328,4528272,6197.078369,10,979910600,99.537889,6.225849
INDIANA_JOHNSON,829945881,3488796,5524.224426,9,833434677,99.581395,6.163829
INDIANA_KNOX,1336486449,20782636,9188.321838,14,1357269085,98.46879,6.665144
INDIANA_KOSCIUSKO,1376412110,59459183,7517.718079,12,1435871293,95.859017,6.535395
INDIANA_LA PORTE,983236292,18318591,5754.859863,9,1001554883,98.170985,6.391848
INDIANA_LAGRANGE,1291857838,331164016,9418.957642,15,1623021854,79.595838,8.033446
INDIANA_LAKE,1549512632,38822025,10667.39832,17,1588334657,97.555803,6.436629
INDIANA_LAWRENCE,1163367162,7122899,9856.162354,15,1170490061,99.39146,6.611006
INDIANA_MADISON,1170467555,2549371,7606.963806,12,1173016926,99.782665,6.352944
INDIANA_MARION,1027109536,16681706,8649.838074,14,1043791242,98.401816,6.278803
INDIANA_MARSHALL,1148969980,15858580,7537.773254,12,1164828560,98.638548,6.368177
INDIANA_MARTIN,869615712,12033245,6485.874207,10,881648957,98.635143,6.575622
INDIANA_MIAMI,968246954,9184624,5599.431519,9,977431578,99.060331,6.280608
INDIANA_MONROE,1021806936,43510632,7042.40802,11,1065317568,95.915713,6.674807
INDIANA_MONTGOMERY,1307030254,2067987,9420.963135,15,1309098241,99.84203,6.290579
INDIANA_MORGAN,1045940869,14473934,6203.095215,10,1060414803,98.635069,6.288935
INDIANA_NEWTON,1040539828,4349506,6411.669861,10,1044889334,99.583735,6.438471
INDIANA_NOBLE,1064081178,17064798,7614.986145,12,1081145976,98.421601,6.44759
INDIANA_OHIO,223126823,3352210,1291.559326,2,226479033,98.519859,6.554817
INDIANA_ORANGE,1031794491,25417740,5842.099976,9,1057212231,97.595777,6.65113
INDIANA_OWEN,997911601,6566400,6330.446045,10,1004478001,99.346287,6.372101
INDIANA_PARKE,1151822270,13655202,8964.705994,14,1165477472,98.82836,6.479275
INDIANA_PERRY,988702362,11783935,6096.802124,10,1000486297,98.822179,6.169467
INDIANA_PIKE,865839128,17591094,6423.703003,10,883430222,98.008774,6.551794
INDIANA_PORTER,1082833138,268632882,6926.087585,11,1351466020,80.122853,7.858486
INDIANA_POSEY,1060259608,25787556,7097.560059,11,1086047164,97.625558,6.60926
INDIANA_PULASKI,1123212810,2224813,7522.731995,12,1125437623,99.802316,6.282778
INDIANA_PUTNAM,1244585894,5585892,6956.170532,11,1250171786,99.55319,6.352174
INDIANA_RANDOLPH,1171656774,2420288,6514.954407,10,1174077062,99.793856,6.528412
INDIANA_RIPLEY,1156231106,4243112,8275.80719,13,1160474218,99.634364,6.389367
INDIANA_RUSH,1057035401,872270,7013.32782,11,1057907671,99.917548,6.381014
INDIANA_SAINT JOSEPH,1185940302,9042850,7589.917053,12,1194983152,99.243265,6.373159
INDIANA_SCOTT,493136550,6078495,2462.787231,4,499215045,98.782389,6.23286
INDIANA_SHELBY,1064843786,4190385,8069.237915,13,1069034171,99.608021,6.231532
INDIANA_SPENCER,1027623726,12065860,6114.851807,10,1039689586,98.839475,6.186649
INDIANA_STARKE,800679810,7929143,5661.602722,9,808608953,99.019409,6.353388
INDIANA_STEUBEN,799729298,35454787,5798.981018,9,835184085,95.754854,6.728967
INDIANA_SULLIVAN,1158170859,17983718,7027.366699,11,1176154577,98.470973,6.487714
INDIANA_SWITZERLAND,571525793,7177694,3822.534607,6,578703487,98.759694,6.450902
INDIANA_TIPPECANOE,1292163432,11230872,8757.133667,14,1303394304,99.138337,6.309462
INDIANA_TIPTON,674797609,68028,4349.988098,7,674865637,99.98992,6.214895
INDIANA_UNION,417480644,10326434,3985.984863,6,427807078,97.586194,6.807631
INDIANA_VANDERBURGH,605216607,7666148,3874.678162,6,612882755,98.749166,6.539596
INDIANA_VERMILLION,665275343,7895064,3854.622803,6,673170407,98.827182,6.500612
INDIANA_VIGO,1045190744,17870822,7638.049866,12,1063061566,98.318929,6.473872
INDIANA_WABASH,1068468089,21854115,7534.764893,12,1090322204,97.995628,6.407399
INDIANA_WARREN,944543945,4442743,5750.848999,9,948986688,99.531843,6.419887
INDIANA_WARRICK,996664711,16155579,7553.817322,12,1012820290,98.404892,6.38739
INDIANA_WASHINGTON,1330454436,7530005,9488.14801,15,1337984441,99.437213,6.361232
INDIANA_WAYNE,1040539262,6701983,7865.676941,12,1047241245,99.360034,6.596949
INDIANA_WELLS,953341278,5596377,5791.961548,9,958937655,99.416398,6.473291
INDIANA_WHITE,1308306951,9166124,8156.478271,13,1317473075,99.304265,6.318172
INDIANA_WHITLEY,869152583,6041913,6321.421204,10,875194496,99.309649,6.365365
IOWA_ADAIR,1474404191,2597996,10643.33154,16,1477002187,99.824103,6.663804
IOWA_ADAMS,1096686238,5367875,8020.102478,12,1102054113,99.512921,6.716132
IOWA_ALLAMAKEE,1655115644,51094070,11156.74677,16,1706209714,97.005405,7.188225
IOWA_APPANOOSE,1287978861,49088024,10713.52515,16,1337066885,96.328679,6.951152
IOWA_AUDUBON,1147264566,1152260,9408.929993,14,1148416826,99.899665,6.727414
IOWA_BENTON,1854696286,5857893,13306.67163,19,1860554179,99.685153,7.025631
IOWA_BLACK HAWK,1465331241,17900676,11074.5202,16,1483231917,98.79313,7.00613
IOWA_BOONE,1480329000,5358730,10763.66339,16,1485687730,99.63931,6.751642
IOWA_BREMER,1127885584,10166467,8299.873474,12,1138052051,99.106678,6.978905
IOWA_BUCHANAN,1479090265,5219494,11213.90411,16,1484309759,99.648355,7.033423
IOWA_BUENA VISTA,1488981859,13798139,10382.61316,16,1502779998,99.081826,6.549267
IOWA_BUTLER,1502550830,4194983,10984.27173,16,1506745813,99.721587,6.884337
IOWA_CALHOUN,1475894599,5873827,10639.32068,16,1481768426,99.603593,6.67604
IOWA_CARROLL,1474835095,2145349,10571.13287,16,1476980444,99.854748,6.616569
IOWA_CASS,1461422458,1787165,8851.393372,13,1463209623,99.87786,6.817091
IOWA_CEDAR,1500798712,6385832,9897.275452,14,1507184544,99.576307,7.099563
IOWA_CERRO GORDO,1471889958,17659667,10780.71033,16,1489549625,98.814429,6.818785
IOWA_CHEROKEE,1494181147,423160,10199.10754,16,1494604307,99.971687,6.376247
IOWA_CHICKASAW,1306192609,3455451,11069.50659,16,1309648060,99.736154,6.936744
IOWA_CLARKE,1116716166,1524746,8006.063721,12,1118240912,99.863648,6.680829
IOWA_CLAY,1469139463,13866648,10617.25989,16,1483006111,99.064964,6.69842
IOWA_CLAYTON,2016295997,36695615,14070.77728,20,2052991612,98.212578,7.163429
IOWA_CLINTON,1799818625,39526969,14627.3114,21,1839345594,97.851031,7.118358
IOWA_CRAWFORD,1849742863,2194269,13023.89221,20,1851937132,99.881515,6.519671
IOWA_DALLAS,1523741177,8511951,10639.3208,16,1532253128,99.444481,6.686721
IOWA_DAVIS,1300661911,6904085,8719.028564,13,1307565996,99.47199,6.742546
IOWA_DECATUR,1377567269,4140764,10792.74353,16,1381708033,99.700316,6.765741
IOWA_DELAWARE,1496189232,3189562,11319.19415,16,1499378794,99.787274,7.089578
IOWA_DES MOINES,1077768387,35342795,8340.986755,12,1113111182,96.824864,7.178758
IOWA_DICKINSON,985542270,60712924,5374.812378,8,1046255194,94.197121,7.1324
IOWA_DUBUQUE,1575487988,21138781,12015.11224,17,1596626769,98.676035,7.162543
IOWA_EMMET,1025349330,17175565,5347.737732,8,1042524895,98.352503,6.796647
IOWA_FAYETTE,1892840956,1320706,14001.58667,20,1894161662,99.930275,7.005678
IOWA_FLOYD,1296550076,2023929,9644.579773,14,1298574005,99.844142,6.899739
IOWA_FRANKLIN,1507301289,1428853,10701.49219,16,1508730142,99.905294,6.694773
IOWA_FREMONT,1323915763,14171394,11828.59833,17,1338087157,98.940921,7.032478
IOWA_GREENE,1475303196,4255702,10738.59418,16,1479558898,99.712367,6.730982
IOWA_GRUNDY,1299797800,94406,9638.562927,14,1299892206,99.992737,6.885188
IOWA_GUTHRIE,1529698818,6355533,10683.4422,16,1536054351,99.586243,6.704893
IOWA_HAMILTON,1493784356,1965341,10750.62738,16,1495749697,99.868605,6.727982
IOWA_HANCOCK,1478895050,5265568,10696.47833,16,1484160618,99.645216,6.709102
IOWA_HARDIN,1474505068,1776735,8763.15033,13,1476281803,99.879648,6.749007
IOWA_HARRISON,1804814770,12411273,17752.92505,25,1817226043,99.317021,7.150003
IOWA_HENRY,1124799047,5775966,8270.793396,12,1130575013,99.489113,6.927721
IOWA_HOWARD,1225702842,931478,8283.829346,12,1226634320,99.924062,6.908437
IOWA_HUMBOLDT,1125014815,3376515,8010.07489,12,1128391330,99.700767,6.695096
IOWA_IDA,1117599852,1406462,7517.71814,12,1119006314,99.874312,6.272649
IOWA_IOWA,1518911694,2686847,11152.73554,16,1521598541,99.823419,6.98279
IOWA_JACKSON,1647344934,35129033,12654.87524,18,1682473967,97.912061,7.180409
IOWA_JASPER,1891760880,6578379,13757.91516,20,1898339259,99.653467,6.902878
IOWA_JEFFERSON,1127999808,3524817,8115.364929,12,1131524625,99.68849,6.783937
IOWA_JOHNSON,1587640014,26086670,11998.06506,17,1613726684,98.383452,7.173651
IOWA_JONES,1490844765,3782494,12075.27795,17,1494627259,99.746927,7.121126
IOWA_KEOKUK,1500071923,1928964,10935.13599,16,1502000887,99.871574,6.843249
IOWA_KOSSUTH,2519361795,4125592,16624.81598,25,2523487387,99.836512,6.660816
IOWA_LEE,1340448547,55266762,9534.275391,14,1395715309,96.040255,7.090981
IOWA_LINN,1857223982,19659622,13479.14697,19,1876883604,98.952539,7.169384
IOWA_LOUISA,1040584001,40784331,7680.165649,11,1081368332,96.228452,7.255618
IOWA_LUCAS,1115257644,9852833,8011.077454,12,1125110477,99.124279,6.734877
IOWA_LYON,1522007136,334399,6578.128601,10,1522341535,99.978034,6.579574
IOWA_MADISON,1452999207,2983840,10594.19629,16,1455983047,99.795064,6.63497
IOWA_MAHASKA,1478517367,6575294,11008.33771,16,1485092661,99.557247,6.910809
IOWA_MARION,1436120669,41487003,10843.88452,16,1477607672,97.192286,6.973216
IOWA_MARSHALL,1482776062,1803080,11093.57263,16,1484579142,99.878546,6.941914
IOWA_MILLS,1132942922,8313907,7134.662109,10,1141256829,99.271513,7.187019
IOWA_MITCHELL,1215049038,1118415,9627.531982,14,1216167453,99.908038,6.883138
IOWA_MONONA,1797637888,12592243,13365.83478,20,1810230131,99.304384,6.72973
IOWA_MONROE,1123320774,1522790,8101.326416,12,1124843564,99.864622,6.760257
IOWA_MONTGOMERY,1098405773,2410443,6164.989929,9,1100816216,99.781031,6.865021
IOWA_MUSCATINE,1132977157,30262371,8415.191345,12,1163239528,97.39844,7.199971
IOWA_O BRIEN,1484154177,447448,10476.8728,16,1484601625,99.969861,6.55002
IOWA_OSCEOLA,1032593811,1835263,5323.671448,8,1034429074,99.822582,6.666417
IOWA_PAGE,1385497539,1359120,9339.739441,14,1386856659,99.902,6.677787
IOWA_PALO ALTO,1460400549,14428727,10629.29297,16,1474829276,99.021668,6.708944
IOWA_PLYMOUTH,2234715215,2176851,14189.10327,22,2236892066,99.902684,6.455875
IOWA_POCAHONTAS,1495047191,3666530,10596.20184,16,1498713721,99.755355,6.638868
IOWA_POLK,1482025679,50041527,10648.34558,16,1532067206,96.733725,6.879934
IOWA_POTTAWATTAMIE,2461811904,22350013,15851.68536,22,2484161917,99.1003,7.270726
IOWA_POWESHIEK,1514945159,2961947,11182.81842,16,1517907106,99.804866,7.002927
IOWA_RINGGOLD,1386932363,8723128,10716.53363,16,1395655491,99.37498,6.73996
IOWA_SAC,1489300198,8569439,10296.37555,16,1497869637,99.427892,6.472263
IOWA_SCOTT,1186437845,26222213,8334.970337,12,1212660058,97.837629,7.099322
IOWA_SHELBY,1530110542,1486125,12331.98547,18,1531596667,99.902969,6.857757
IOWA_SIOUX,1988888285,2795018,13014.86731,20,1991683303,99.859666,6.516579
IOWA_STORY,1482881240,2863675,10825.8349,16,1485744915,99.807257,6.779213
IOWA_TAMA,1867410516,2769418,12600.72614,18,1870179934,99.851917,7.010785
IOWA_TAYLOR,1377618880,7133364,9276.56488,14,1384752244,99.484864,6.660428
IOWA_UNION,1097235807,5575853,8010.074951,12,1102811660,99.494397,6.708983
IOWA_VAN BUREN,1255646304,14839918,8112.35675,12,1270486222,98.83195,6.840194
IOWA_WAPELLO,1118453196,10836289,8081.271118,12,1129289485,99.040433,6.79964
IOWA_WARREN,1475873109,9097100,10575.14368,16,1484970209,99.387388,6.650205
IOWA_WASHINGTON,1473215985,5381583,11084.54779,16,1478597568,99.636035,6.953149
IOWA_WAYNE,1361013816,4274254,10711.51965,16,1365288070,99.686934,6.715724
IOWA_WEBSTER,1853677022,7190525,13479.14703,20,1860867547,99.613593,6.765717
IOWA_WINNEBAGO,1037261949,3182052,8079.265503,12,1040444001,99.694164,6.753376
IOWA_WINNESHIEK,1786666637,745729,13900.3075,20,1787412366,99.958279,6.953055
IOWA_WOODBURY,2260790994,12793704,15385.40045,24,2273584698,99.437289,6.446861
IOWA_WORTH,1036314923,4709127,8176.533752,12,1041024050,99.547645,6.844741
IOWA_WRIGHT,1503268903,4703964,10684.44513,16,1507972867,99.68806,6.698674
KANSAS_ALLEN,1295764239,13021929,8704.990112,15,1308786168,99.005038,5.861648
KANSAS_ANDERSON,1501272903,10590765,8629.782715,15,1511863668,99.299489,5.793774
KANSAS_ATCHISON,1116736558,6851102,8088.289429,14,1123587660,99.390248,5.812793
KANSAS_BARBER,2937240786,5411508,14414.72516,29,2942652294,99.816101,4.979753
KANSAS_BARTON,2318705423,13926862,13829.11108,25,2332632285,99.402955,5.564869
KANSAS_BOURBON,1645861886,9377600,12841.38916,22,1655239486,99.43346,5.870252
KANSAS_BROWN,1478550075,3196147,9614.496643,16,1481746222,99.784299,6.02205
KANSAS_BUTLER,3702816817,43671392,23352.35645,41,3746488209,98.834338,5.762872
KANSAS_CHASE,2002199320,12090543,11246.99579,20,2014289863,99.399762,5.657456
KANSAS_CHAUTAUQUA,1654694136,15243776,8930.611816,15,1669937912,99.087165,6.00859
KANSAS_CHEROKEE,1521791028,8951464,9408.929565,16,1530742492,99.415221,5.915172
KANSAS_CHEYENNE,2641501921,2738021,12053.2171,26,2644239942,99.896453,4.640658
KANSAS_CLARK,2524300310,6603384,14635.33325,30,2530903694,99.73909,4.891206
KANSAS_CLAY,1671315283,26701335,10929.11914,20,1698016618,98.427499,5.551863
KANSAS_CLOUD,1852726650,6859888,10812.79877,20,1859586538,99.631107,5.426417
KANSAS_COFFEY,1623623917,70470788,9111.109192,16,1694094705,95.84021,5.941601
KANSAS_COMANCHE,2041681114,3604155,11476.62817,24,2045285269,99.823782,4.79037
KANSAS_COWLEY,2915648165,17322935,17621.56262,30,2932971100,99.409372,5.908753
KANSAS_CRAWFORD,1527498535,13574348,8841.366211,15,1541072883,99.119162,5.946624
KANSAS_DECATUR,2314199329,1631670,12070.26419,25,2315830999,99.929543,4.83151
KANSAS_DICKINSON,2193894223,12632458,12852.41986,24,2206526681,99.427496,5.38601
KANSAS_DONIPHAN,1019105691,12424174,7272.041382,12,1031529865,98.795558,6.133914
KANSAS_DOUGLAS,1180425074,48878066,6373.564575,11,1229303140,96.023921,6.034069
KANSAS_EDWARDS,1610699245,206413,8681.9263,17,1610905658,99.987187,5.10767
KANSAS_ELK,1668636737,16061120,11895.78363,20,1684697857,99.046647,6.005142
KANSAS_ELLIS,2330762299,1197085,12043.18945,23,2331959384,99.948666,5.238859
KANSAS_ELLSWORTH,1853331063,19969761,10994.29895,20,1873300824,98.93398,5.556382
KANSAS_FINNEY,3372157850,1716371,17384.91071,36,3373874221,99.949128,4.8316
KANSAS_FORD,2844508243,2097356,14959.22565,29,2846605599,99.926321,5.162157
KANSAS_FRANKLIN,1480882184,13893466,9256.509766,16,1494775650,99.070532,5.839596
KANSAS_GEARY,996272768,51602808,6464.816406,12,1047875576,95.075483,5.666389
KANSAS_GOVE,2775601943,245369,14468.87436,30,2775847312,99.991161,4.823384
KANSAS_GRAHAM,2327173854,599356,12419.22589,25,2327773210,99.974252,4.96897
KANSAS_GRANT,1488745973,871232,7283.071289,15,1489617205,99.941513,4.846182
KANSAS_GRAY,2250356170,1113338,11316.18604,21,2251469508,99.950551,5.391326
KANSAS_GREELEY,2016057905,0,8549.56131,20,2016057905,100,4.274781
KANSAS_GREENWOOD,2961143639,24145021,16568.66132,29,2985288660,99.1912,5.759918
KANSAS_HAMILTON,2580958328,2893322,12756.15442,29,2583851650,99.888023,4.403605
KANSAS_HARPER,2075290355,3899269,10302.39206,20,2079189624,99.812462,5.160875
KANSAS_HARVEY,1397961184,2503283,8264.776978,15,1400464467,99.821253,5.519718
KANSAS_HASKELL,1495772610,910409,7628.021942,15,1496683019,99.939172,5.088443
KANSAS_HODGEMAN,2227369149,826344,10554.08588,21,2228195493,99.962914,5.02762
KANSAS_JACKSON,1699600349,4666513,10069.75073,18,1704266862,99.726186,5.609666
KANSAS_JEFFERSON,1379350886,62436774,6811.772644,12,1441787660,95.669489,5.933425
KANSAS_JEWELL,2356813567,11367163,13632.56976,25,2368180730,99.520004,5.479328
KANSAS_JOHNSON,1226667300,16331359,6636.288757,11,1242998659,98.686132,6.107691
KANSAS_KEARNY,2254696660,1133601,11591.94589,26,2255830261,99.949748,4.452502
KANSAS_KINGMAN,2236245127,8391920,12801.27881,24,2244637047,99.626135,5.353882
KANSAS_KIOWA,1871627782,596764,10533.02771,21,1872224546,99.968125,5.017327
KANSAS_LABETTE,1671560716,20006201,9301.634277,16,1691566917,98.817298,5.883101
KANSAS_LANE,1858080220,551220,9494.164673,20,1858631440,99.970343,4.748491
KANSAS_LEAVENWORTH,1200213586,14343355,9406.924683,16,1214556941,98.819046,5.943713
KANSAS_LINCOLN,1863226709,2748359,10793.74628,20,1865975068,99.852712,5.404834
KANSAS_LINN,1538662701,31893232,9904.294983,17,1570555933,97.969303,5.946818
KANSAS_LOGAN,2779039721,274632,13506.22141,30,2779314353,99.990119,4.502519
KANSAS_LYON,2194978406,20541643,15745.39172,28,2215520049,99.07283,5.67598
