,,,,,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,gC/m2/yr ,
County,State,ID,Year,Area m2,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring Durum,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,BLM Grazing,USFS Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,USFS Grazing,BLM Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,NPP 2012,NPP Percent
OTTAWA,KANSAS,KANSAS_OTTAWA,2012,1868189952,25990.43,7339.483,,0,,,20489.59,30861.93,122567.7,,,,207249.133,4005.018108,,4005.018108,,,,0,211254.1511,13.91209174,3.928659927,0,0,0,0,10.967616,16.51969596,65.60772895,0,0,0,110.9357926,2.143795979,,2.143795979,,0,,0,113.0795886,463.435209,24.40
OTTAWA,OKLAHOMA,OKLAHOMA_OTTAWA,2012,1255219968,126.7288,5901.408,,0,,,974.1876,9052.353,26829.28,,,,42883.9574,3662.708868,,3662.708868,,,,0,46546.66627,0.100961428,4.701493085,0,0,0,0,0.776109068,7.211766249,21.37416603,0,0,0,34.16449586,2.917981678,,2.917981678,,0,,0,37.08247754,317.079472,11.70
OTTAWA,MICHIGAN,MICHIGAN_OTTAWA,2012,1494729984,,95428.29,,0,,,0,23843.32,6812.344,,,,126083.954,25972.71359,9876.049063,35848.76265,,,,0,161932.7167,0,63.84316299,0,0,0,0,0,15.95159009,4.557574995,0,0,0,84.35232808,17.37619093,6.60725E-06,17.37619754,,0,,0,108.3357652,935.322812,11.58
OTTER TAIL,MINNESOTA,MINNESOTA_OTTER TAIL,2012,5761979904,126735.5,531345.5,,0,,,0,154772.4,,,49844.22,,862697.62,11664.18735,588.7182532,12252.9056,,,,0,874950.5256,21.99513051,92.215785,0,0,0,0,0,26.86097532,0,0,8.650536939,0,149.7224278,2.024336695,1.02173E-07,2.024336797,,0,,0,151.8489374,582.126317,26.09
OUACHITA,ARKANSAS,ARKANSAS_OUACHITA,2012,1916050048,,,,0,,,0,210.4888,,,,,210.4888,96608.22526,77056.01054,173664.2358,,,,0,173874.7246,0,0,0,0,0,0,0,0.109855586,0,0,0,0,0.109855586,50.42051243,4.02161E-05,50.42055265,,0,,0,90.74644203,441.542347,20.55
OUACHITA,LOUISIANA,LOUISIANA_OUACHITA,2012,1636199936,,2077.758,,0,,,6213.15,15889.84,,,,,24180.748,32305.43453,74460.84437,106766.2789,,,,0,130947.0269,0,1.269868036,0,0,0,0,3.797304879,9.711429301,0,0,0,0,14.77860222,19.74418518,4.55084E-05,19.74423069,,0,,0,80.03118935,457.372324,17.50
OURAY,COLORADO,COLORADO_OURAY,2012,1404290048,2625.296,,,0,,,0,0,48.15412,,,,2673.45012,8.557731,282.3444684,290.9021994,38.5388,,,38.5388,3002.891119,1.869482735,0,0,0,0,0,0,0,0.034290722,0,0,0,1.903773457,0.006093991,2.01059E-07,0.006094192,2.694457,0.027443618,,0.027443618,2.138369579,272.579803,0.78
OUTAGAMIE,WISCONSIN,WISCONSIN_OUTAGAMIE,2012,1669410048,34589.74,214512.9,,0,,,0,69569.23,17004.18,,,,335676.05,10654.3751,528.644962,11183.02006,,,,0,346859.0701,20.71973871,128.4962315,0,0,0,0,0,41.67294314,10.18574198,0,0,0,201.0746553,6.382119904,3.16666E-07,6.382120221,,0,,0,207.773441,757.047427,27.45
OVERTON,TENNESSEE,TENNESSEE_OVERTON,2012,1126150016,,3648.287,,0,,,0,1438.785,574.535,,,,5661.607,45698.28354,5700.955329,51399.23887,,,,0,57060.84587,0,3.23961013,0,0,0,0,0,1.277613976,0.510176257,0,0,0,5.027400364,40.57921493,5.06234E-06,40.57921999,,0,,0,50.66895623,833.875761,6.08
OWEN,INDIANA,INDIANA_OWEN,2012,1004449984,,21110.94,,0,,,0,18501.97,2897.631,,,,42510.541,33255.34267,42.0513038,33297.39397,,,,0,75807.93497,0,21.01741285,0,0,0,0,0,18.42000129,2.884793714,0,0,0,42.32220785,33.10801254,4.1865E-08,33.10801258,,0,,0,75.4720854,671.443633,11.24
OWEN,KENTUCKY,KENTUCKY_OWEN,2012,917478016,8470.957,1390.962,,0,,,0,1890.776,,,,,11752.695,,2553.114873,2553.114873,,,,0,14305.80987,9.232871908,1.516071204,0,0,0,0,0,2.06084066,0,0,0,0,12.80978377,,2.78275E-06,2.78275E-06,,0,,0,15.59253696,473.580166,3.29
OWSLEY,KENTUCKY,KENTUCKY_OWSLEY,2012,513518016,,,,0,,,0,0,,,,,0,17517.67536,,17517.67536,,,,0,17517.67536,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1130687,,34.1130687,,0,,0,34.1130687,552.173323,6.18
OWYHEE,IDAHO,IDAHO_OWYHEE,2012,19934500864,168753.3,,,0,,,0,0,21946.53,,6332.641,,197032.471,,,0,33298.29,,,33298.29,230330.761,8.465388783,0,0,0,0,0,0,0,1.100932005,0,0.317672413,0,9.883993201,,,0,2.420955,1.670384939,,1.670384939,11.55437814,371.95113,3.11
OXFORD,MAINE,MAINE_OXFORD,2012,5636579840,,,,0,,,0,0,,,,,0,209227.9652,160167.4088,369395.374,,,,0,369395.374,0,0,0,0,0,0,0,0,0,0,0,0,0,37.11966674,2.84157E-05,37.11969516,,0,,0,65.53537508,593.401927,11.04
OZARK,MISSOURI,MISSOURI_OZARK,2012,1955990016,,120.9502,,0,,,0,54.84166,19.99943,,,,195.79129,16268.24663,3310.038342,19578.28497,,,,0,19774.07626,0,0.061835796,0,0,0,0,0,0.028037802,0.01022471,0,0,0,0.100098307,8.317141958,1.69226E-06,8.31714365,,0,,0,10.10949754,463.044002,2.18
OZAUKEE,WISCONSIN,WISCONSIN_OZAUKEE,2012,608812032,13122.76,34112.18,,0,,,0,13121.71,8368.965,,,,68725.615,1702.988469,216.2638481,1919.252317,,,,0,70644.86732,21.55469884,56.03072575,0,0,0,0,0,21.55297417,13.74638568,0,0,0,112.8847844,2.797231953,3.55223E-07,2.797232308,,0,,0,116.0372391,918.937482,12.63
PACIFIC,WASHINGTON,WASHINGTON_PACIFIC,2012,2445050112,210.5198,,,0,,,0,0,,,,,210.5198,25134.05595,396856.1759,421990.2319,,,,0,422200.7517,0.086100403,0,0,0,0,0,0,0,0,0,0,0,0.086100403,10.2795668,0.00016231,10.27972911,,0,,0,172.6757049,666.913526,25.89
PAGE,IOWA,IOWA_PAGE,2012,1386950016,15463.11,277219.2,,0,,,0,137406.1,,,,,430088.41,1257.986457,,1257.986457,,,,0,431346.3965,11.14900308,199.8768498,0,0,0,0,0,99.07069355,0,0,0,0,310.0965464,0.907016434,,0.907016434,,0,,0,311.0035628,591.808656,52.55
PAGE,VIRGINIA,VIRGINIA_PAGE,2012,811310976,2470.696,6198.119,,0,,,0,893.3786,1415.793,,,,10977.9866,3962.229453,90.10993671,4052.33939,,,,0,15030.32599,3.04531317,7.639634103,0,0,0,0,0,1.101154337,1.745068219,0,0,0,13.53116983,4.883737026,1.11067E-07,4.883737137,70.5371,0,,0,18.52597393,500.681774,3.70
PALM BEACH,FLORIDA,FLORIDA_PALM BEACH,2012,5766669824,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,1104.12441,0.00
PALO ALTO,IOWA,IOWA_PALO ALTO,2012,1475059968,5480.63,657717.6,,0,,,0,153193.5,,,,,816391.73,667.503018,,667.503018,,,,0,817059.233,3.715530296,445.892109,0,0,0,0,0,103.8557776,0,0,0,0,553.4634169,0.452526021,,0.452526021,,0,,0,553.9159429,670.587284,82.60
PALO PINTO,TEXAS,TEXAS_PALO PINTO,2012,2552079872,,,,0,,,0,0,2055.724,,,,2055.724,,,0,,,,0,2055.724,0,0,0,0,0,0,0,0,0.805509272,0,0,0,0.805509272,,,0,,0,,0,0.805509272,284.509543,0.28
PAMLICO,NORTH CAROLINA,NORTH CAROLINA_PAMLICO,2012,945065984,,50368.03,,0,876.4784,,0,16986.48,17767.44,,,,85998.4284,29866.48119,52588.15906,82454.64025,,,,0,168453.0687,0,53.2957813,0,0,0.927425613,0,0,17.9738561,18.8002111,0,0,0,90.99727411,31.60253537,0.000055645,31.60259102,,0,,0,178.2447697,740.179417,24.08
PANOLA,TEXAS,TEXAS_PANOLA,2012,2127670016,,,,0,,,0,0,,,,,0,107151.3499,86877.99365,194029.3436,,,,0,194029.3436,0,0,0,0,0,0,0,0,0,0,0,0,0,50.36088728,4.08325E-05,50.36092811,,0,,0,91.19334394,435.976667,20.92
PANOLA,MISSISSIPPI,MISSISSIPPI_PANOLA,2012,1826419968,,43348.22,,0,5663.328,,1497.026,44482.42,19666.9,,,,114657.894,46391.45975,24233.56565,70625.0254,,,,0,185282.9194,0,23.73398274,0,0,3.100780817,0,0.819650478,24.35497902,10.76800536,0,0,0,62.77739841,25.40021494,1.32683E-05,25.40022821,,0,,0,101.4459558,768.513763,13.20
PARK,MONTANA,MONTANA_PARK,2012,7284980224,61767.39,,,0,,,0,0,2132.831,,2388.578,,66288.799,,12399.12729,12399.12729,35.7627,,,35.7627,78723.68899,8.478731321,0,0,0,0,0,0,0,0.292771008,0,0.327877074,0,9.099379403,,1.70201E-06,1.70201E-06,2.986764,0.0049091,,0.0049091,10.80630099,224.757243,4.81
PARK,WYOMING,WYOMING_PARK,2012,18045900800,61350.26,,,0,,,0,0,,,,,61350.26,,12212.90009,12212.90009,3837.616,,,3837.616,77400.77609,3.399678447,0,0,0,0,0,0,0,0,0,0,0,3.399678447,,6.76769E-07,6.76769E-07,3.376521,0.2126586,,0.2126586,4.289105706,132.626822,3.23
PARK,COLORADO,COLORADO_PARK,2012,5726879744,1069.261,,,0,,,0,0,,,,,1069.261,3346.072821,12206.89276,15552.96558,1010.821,,,1010.821,17633.04758,0.186709176,0,0,0,0,0,0,0,0,0,0,0,0.186709176,0.584275028,2.13151E-06,0.58427716,2.694457,0.176504667,,0.176504667,3.078997354,178.496147,1.72
PARKE,INDIANA,INDIANA_PARKE,2012,1165459968,,89528.39,,0,,,0,51102.4,1899.282,,,,142530.072,27684.25979,,27684.25979,,,,0,170214.3318,0,76.81807394,0,0,0,0,0,43.84740909,1.62964156,0,0,0,122.2951246,23.75393454,,23.75393454,,0,,0,146.0490591,832.757035,17.54
PARKER,TEXAS,TEXAS_PARKER,2012,2356999936,,,,0,,,0,0,395.3313,,,,395.3313,,,0,,,,0,395.3313,0,0,0,0,0,0,0,0,0.167726479,0,0,0,0.167726479,,,0,,0,,0,0.167726479,331.993628,0.05
PARMER,TEXAS,TEXAS_PARMER,2012,2292069888,,146194.9,,0,14077.67,,18566.96,0,20854.86,,,,199694.39,,,0,,,,0,199694.39,0,63.78291551,0,0,6.141902598,0,8.100520886,0,9.098701619,0,0,0,87.12404061,,,0,,0,,0,87.12404061,380.531608,22.90
PASCO,FLORIDA,FLORIDA_PASCO,2012,1992009984,,,,0,,,0,0,,,,,0,2430.395604,12369.09065,14799.48625,,,,0,14799.48625,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220071999,6.20935E-06,1.220078208,,0,,0,7.429423734,557.185464,1.33
PASQUOTANK,NORTH CAROLINA,NORTH CAROLINA_PASQUOTANK,2012,601267968,,73287.56,,0,689.1047,,0,50649.21,33754.31,,,,158380.1847,19254.89475,10368.65005,29623.5448,,,,0,188003.7295,0,121.8883491,0,0,1.146085833,0,0,84.23733293,56.13854687,0,0,0,263.4103148,32.02381596,1.72446E-05,32.0238332,,0,,0,312.6787714,970.049301,32.23
PASSAIC,NEW JERSEY,NEW JERSEY_PASSAIC,2012,514260992,,,,0,,,0,0,,,,,0,17.115462,,17.115462,,,,0,17.115462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033281665,,0.033281665,,0,,0,0.033281665,882.16,0.00
PATRICK,VIRGINIA,VIRGINIA_PATRICK,2012,1258640000,,1223.211,,0,,,0,1361.635,74.31647,,,,2659.16247,121639.5884,12272.97338,133912.5618,,,,0,136571.7243,0,0.971851363,0,0,0,0,0,1.081830388,0.059045057,0,0,0,2.112726808,96.6436697,9.75098E-06,96.64367945,,0,,0,108.5073764,543.919165,19.95
PAULDING,OHIO,OHIO_PAULDING,2012,1084790016,3609.783,120834.4,,0,,,0,121237.8,38389.83,,,,284071.813,34.230924,,34.230924,,,,0,284106.0439,3.327632949,111.3896682,0,0,0,0,0,111.7615375,35.38918079,0,0,0,261.8680194,0.031555346,,0.031555346,,0,,0,261.8995748,534.185221,49.03
PAULDING,GEORGIA,GEORGIA_PAULDING,2012,814121984,,399.9699,,0,,,0,99.09162,88.2276,,,,587.28912,24124.24369,36152.10661,60276.3503,,,,0,60863.63942,0,0.49128989,0,0,0,0,0,0.121715937,0.108371475,0,0,0,0.721377302,29.6322224,4.44063E-05,29.63226681,,0,,0,74.75985247,894.316658,8.36
PAWNEE,KANSAS,KANSAS_PAWNEE,2012,1954620032,31902.46,84315.02,,0,,,36864.69,22967.26,150168.5,,,,326217.93,196.827813,,196.827813,,,,0,326414.7578,16.32156607,43.13627131,0,0,0,0,18.86028455,11.75024282,76.82746393,0,0,0,166.8958287,0.10069876,,0.10069876,,0,,0,166.9965274,352.96032,47.31
PAWNEE,NEBRASKA,NEBRASKA_PAWNEE,2012,1121929984,5631.261,73489.87,,0,,,1163.7,41926.18,5918.224,,,,128129.235,1035.485451,,1035.485451,,,,0,129164.7205,5.019262414,65.50308045,0,0,0,0,1.037230502,37.36969383,5.275038625,0,0,0,114.2043058,0.922950154,,0.922950154,,0,,0,115.127256,408.029346,28.22
PAWNEE,OKLAHOMA,OKLAHOMA_PAWNEE,2012,1540409984,1367.707,,,0,,,105.3176,703.4058,3462.374,,,,5638.8044,,,0,,,,0,5638.8044,0.887885053,0,0,0,0,0,0.06836985,0.456635446,2.247696416,0,0,0,3.660586765,,,0,,0,,0,3.660586765,352.104985,1.04
PAYETTE,IDAHO,IDAHO_PAYETTE,2012,1063000000,56031.85,,,0,,,0,0,12571.61,,3837.596,,72441.056,,,0,1460.557,,,1460.557,73901.613,52.71105362,0,0,0,0,0,0,0,11.8265381,0,3.610156162,0,68.14774788,,,0,,1.373995296,,1.373995296,69.52174318,439.065908,15.83
PAYNE,OKLAHOMA,OKLAHOMA_PAYNE,2012,1805289984,2502.783,,,0,,,209.2183,117.3554,6396.791,,,,9226.1477,,,0,,,,0,9226.1477,1.386360652,0,0,0,0,0,0.115891797,0.065006398,3.54335927,0,0,0,5.110618118,,,0,,0,,0,5.110618118,362.189171,1.41
PEACH,GEORGIA,GEORGIA_PEACH,2012,391736000,,2437.487,,0,1668.907,,0,3059.815,5246.356,,,,12412.565,1797.12351,8458.319392,10255.4429,,,,0,22668.0079,0,6.22226959,0,0,4.260284988,0,0,7.81091092,13.39258072,0,0,0,31.68604621,4.58758835,2.15919E-05,4.587609942,,0,,0,57.86552143,624.619106,9.26
PEARL RIVER,MISSISSIPPI,MISSISSIPPI_PEARL RIVER,2012,2119389952,,426.6538,,0,,,0,0,413.0342,,,,839.688,16353.82394,75788.4641,92142.28804,,,,0,92981.97604,0,0.201309721,0,0,0,0,0,0,0.194883532,0,0,0,0.396193253,7.716288324,3.57596E-05,7.716324084,,0,,0,43.87204721,523.06882,8.39
PECOS,TEXAS,TEXAS_PECOS,2012,12339699712,,,,0,4872.453,,0,0,,,,,4872.453,,,0,,,,0,4872.453,0,0,0,0,0.394859933,0,0,0,0,0,0,0,0.394859933,,,0,,0,,0,0.394859933,133.433316,0.30
PEMBINA,NORTH DAKOTA,NORTH DAKOTA_PEMBINA,2012,2904250112,3886.533,77922.52,,0,,,0,123066.7,15092.07,,356901.8,,576869.623,7462.341432,6.007329114,7468.348761,,,,0,584337.9718,1.338222553,26.83051287,0,0,0,0,0,42.37469063,5.19654624,0,122.8894848,0,198.6294571,2.569455503,2.06846E-09,2.569455505,,0,,0,201.2009811,516.51271,38.95
PEMISCOT,MISSOURI,MISSOURI_PEMISCOT,2012,1330119936,,103044.5,,0,23142.93,,5312.474,149488.6,33047.53,,,,314036.034,915.677217,,915.677217,,,,0,314951.7112,0,77.47008162,0,0,17.39913024,0,3.993981186,112.3873088,24.84552641,0,0,0,236.0960283,0.688417031,,0.688417031,,0,,0,236.7844453,1024.535411,23.11
PEND OREILLE,WASHINGTON,WASHINGTON_PEND OREILLE,2012,3691859968,2165.87,,,0,,,0,0,79.93411,,,,2245.80411,5091.849945,104851.9224,109943.7723,,,,0,112189.5765,0.586660929,0,0,0,0,0,0,0,0.021651447,0,0,0,0.608312376,1.379209935,2.84008E-05,1.379238336,1.201673,0,,0,30.38836181,418.950869,7.25
PENDER,NORTH CAROLINA,NORTH CAROLINA_PENDER,2012,2285560064,,42681.42,,0,531.3628,,0,15134.81,6435.149,,,,64782.7418,58303.8213,75476.08299,133779.9043,,,,0,198562.6461,0,18.67438125,0,0,0.232486911,0,0,6.62192617,2.815567659,0,0,0,28.34436199,25.50964301,0.000033023,25.50967603,,0,,0,86.87701943,620.819851,13.99
PENDLETON,WEST VIRGINIA,WEST VIRGINIA_PENDLETON,2012,1807920000,,5193.633,,0,,,0,0,19.22839,,,,5212.86139,50199.65005,2523.078228,52722.72828,,,,0,57935.58967,0,2.872711735,0,0,0,0,0,0,0.010635642,0,0,0,2.883347377,27.76652177,1.39557E-06,27.76652317,28.23245,0,,0,32.04543877,515.673707,6.21
PENDLETON,KENTUCKY,KENTUCKY_PENDLETON,2012,730145984,3905.051,5318.669,,0,,,0,1731.817,,,,,10955.537,,192.2345316,192.2345316,,,,0,11147.77153,5.348315386,7.284391227,0,0,0,0,0,2.371877731,0,0,0,0,15.00458434,,2.63282E-07,2.63282E-07,,0,,0,15.26786667,652.691558,2.34
PENNINGTON,MINNESOTA,MINNESOTA_PENNINGTON,2012,1600729984,25653.52,21810.08,,0,,,0,102440.4,,,102430.2,,252334.2,5314.350951,24.02931646,5338.380267,,,,0,257672.5803,16.02613823,13.62508369,0,0,0,0,0,63.99605244,0,0,63.98968035,0,157.6369547,3.319954648,1.50115E-08,3.319954663,,0,,0,160.9719208,629.688735,25.56
PENNINGTON,SOUTH DAKOTA,SOUTH DAKOTA_PENNINGTON,2012,7212619776,30350.35,4569.745,,0,,,0,0,52482.86,,6459.003,,93861.958,196.827813,103488.2586,103685.0864,707.1909,,,707.1909,198254.2353,4.207950917,0.633576307,0,0,0,0,0,0,7.276532194,0,0.895514141,0,13.01357356,0.027289365,1.43482E-05,0.027303713,7.801778,0.098049103,,0.098049103,27.48713248,301.681195,9.11
PENOBSCOT,MAINE,MAINE_PENOBSCOT,2012,9215200256,,,,0,,,0,0,,,,,0,320641.0651,317036.794,637677.8591,,,,0,637677.8591,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79480165,3.44037E-05,34.79483605,,0,,0,69.19848092,623.864835,11.09
PEORIA,ILLINOIS,ILLINOIS_PEORIA,2012,1633030016,11542.86,389024.8,,0,,,0,114883.5,3236.516,,,,518687.676,4672.521126,,4672.521126,,,,0,523360.1971,7.068369771,238.222688,0,0,0,0,0,70.34990103,1.981908457,0,0,0,317.6228673,2.861258569,,2.861258569,,0,,0,320.4841258,685.985694,46.72
PEPIN,WISCONSIN,WISCONSIN_PEPIN,2012,644145984,13925.74,89220.09,,0,,,0,15171.18,309.3791,,,,118626.3891,26896.94853,354.4324177,27251.38095,,,,0,145877.77,21.61891923,138.5091147,0,0,0,0,0,23.55239399,0.480293455,0,0,0,184.1607214,41.75598265,5.50236E-07,41.7559832,,0,,0,226.4669402,703.713491,32.18
PERKINS,NEBRASKA,NEBRASKA_PERKINS,2012,2290419968,4275.587,472044.4,,0,,,97.32401,20437.13,88184.66,,,,585039.101,,,0,,,,0,585039.101,1.866726216,206.0951295,0,0,0,0,0.042491775,8.922874532,38.50152428,0,0,0,255.4287463,,,0,,0,,0,255.4287463,340.420369,75.03
PERKINS,SOUTH DAKOTA,SOUTH DAKOTA_PERKINS,2012,7485380096,67462.83,21545.38,,0,,,113.2174,0,23812.99,,57005.13,,169939.5474,,48.05863291,48.05863291,300.3178,,,300.3178,170287.9238,9.012612471,2.878328117,0,0,0,0,0.015125137,0,3.181266642,0,7.615529107,0,22.70286147,,6.42033E-09,6.42033E-09,7.801778,0.040120581,,0.040120581,22.74940239,366.345992,6.21
PERQUIMANS,NORTH CAROLINA,NORTH CAROLINA_PERQUIMANS,2012,652251008,,41419.91,,0,6140.403,,0,45213.8,41898.47,,,,134672.583,19417.49164,25020.52576,44438.0174,,,,0,179110.6004,0,63.50302183,0,0,9.414171729,0,0,69.31963224,64.2367271,0,0,0,206.4735529,29.769968,3.83603E-05,29.77000636,,0,,0,274.6037924,618.886124,44.37
PERRY,MISSOURI,MISSOURI_PERRY,2012,1254060032,,37765.83,,0,,,431.8228,36719.91,23254.5,,,,98172.0628,43798.46726,444.5423544,44243.00961,,,,0,142415.0724,0,30.1148502,0,0,0,0,0.344339815,29.28082314,18.54337066,0,0,0,78.28338381,34.92533542,3.54483E-07,34.92533577,,0,,0,113.5632017,621.702339,18.27
PERRY,ILLINOIS,ILLINOIS_PERRY,2012,1157629952,2037.609,24494.26,,0,,,590.3995,44589.53,39033.03,,,,110744.8285,7838.881596,,7838.881596,,,,0,118583.7101,1.760155736,21.15897222,0,0,0,0,0.510007105,38.51794775,33.71805466,0,0,0,95.66513747,6.771491686,,6.771491686,,0,,0,102.4366292,566.871091,18.07
PERRY,TENNESSEE,TENNESSEE_PERRY,2012,1095190016,,2532.669,,0,,,0,2608.143,758.2843,,,,5899.0963,87442.89536,7755.461886,95198.35725,,,,0,101097.4535,0,2.31253843,0,0,0,0,0,2.381452499,0.692376929,0,0,0,5.386367857,79.8426703,7.08138E-06,79.84267738,,0,,0,92.31042291,525.290607,17.57
PERRY,ALABAMA,ALABAMA_PERRY,2012,1875059968,,9566.429,,0,2.831853,,0,8392.91,,,,,17962.17085,58842.95836,83243.55953,142086.5179,,,,0,160048.6887,0,5.101932292,0,0,0.001510273,0,0,4.476075509,0,0,0,0,9.579518074,31.38190744,4.43951E-05,31.38195184,,0,,0,85.35657071,588.504841,14.50
PERRY,PENNSYLVANIA,PENNSYLVANIA_PERRY,2012,1438870016,11767.97,41415.19,,0,,,0,11163.9,3262.111,,,,67609.171,60580.17775,1321.612405,61901.79016,,,,0,129510.9612,8.178619242,28.78313506,0,0,0,0,0,7.758796747,2.267133906,0,0,0,46.98768495,42.10260626,9.18507E-07,42.10260718,,0,,0,90.00879837,710.952951,12.66
PERRY,ARKANSAS,ARKANSAS_PERRY,2012,1451960064,,,,0,,,0,2310.048,783.1945,,,,3093.2425,8258.210415,92915.35941,101173.5698,,,,0,104266.8123,0,0,0,0,0,0,0,1.590985907,0.539404987,0,0,0,2.130390895,5.687629171,6.39931E-05,5.687693164,,0,,0,71.8110745,571.718918,12.56
PERRY,KENTUCKY,KENTUCKY_PERRY,2012,887236992,,,,0,,,0,0,,,,,0,48522.33477,234.2858354,48756.62061,,,,0,48756.62061,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68926026,2.64062E-07,54.68926052,,0,,0,54.95332256,446.982846,12.29
PERRY,MISSISSIPPI,MISSISSIPPI_PERRY,2012,1683840000,,426.6538,,0,,,0,0,49.56412,,,,476.21792,8386.57638,84505.09865,92891.67503,,,,0,93367.89295,0,0.253381438,0,0,0,0,0,0,0.029435172,0,0,0,0.28281661,4.980625463,5.01859E-05,4.980675649,,0,,0,55.4493853,458.092942,12.10
PERRY,OHIO,OHIO_PERRY,2012,1068230016,,40583.2,,0,,,0,18240.59,1423.155,,,,60246.945,26623.10114,66.08062025,26689.18176,,,,0,86936.12676,0,37.99106877,0,0,0,0,0,17.07552655,1.332255206,0,0,0,56.39885053,24.92262972,6.18599E-08,24.92262978,,0,,0,81.38334016,702.40239,11.59
PERRY,INDIANA,INDIANA_PERRY,2012,1000640000,856.2743,17058.59,,0,,,0,11222.52,363.2682,,,,29500.6525,28214.83911,498.6083165,28713.44743,,,,0,58214.09993,0.855726635,17.04767949,0,0,0,0,0,11.21534218,0.363035857,0,0,0,29.48178416,28.19679316,4.98289E-07,28.19679366,,0,,0,58.17686673,702.794872,8.28
PERSHING,NEVADA,NEVADA_PERSHING,2012,15712799744,117919.6,,,0,,,0,0,,,,,117919.6,,,0,6123.779,,,6123.779,124043.379,7.504684201,0,0,0,0,0,0,0,0,0,0,0,7.504684201,,,0,,0.389731881,,0.389731881,7.894416082,121.84482,6.48
PERSON,NORTH CAROLINA,NORTH CAROLINA_PERSON,2012,1047009984,,3285.068,,0,,,0,10924.1,12684.58,,,,26893.748,83557.68548,28156.35156,111714.037,,,,0,138607.785,0,3.137570845,0,0,0,0,0,10.43361588,12.11505162,0,0,0,25.68623835,79.8060064,2.68922E-05,79.80603329,,0,,0,132.3843967,526.999983,25.12
PETERSBURG,VIRGINIA,VIRGINIA_PETERSBURG,2012,59378600,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,864.49357,0.00
PETROLEUM,MONTANA,MONTANA_PETROLEUM,2012,4336370176,20214.78,,,0,,,0,0,16798.67,,3579.319,,40592.769,,318.388443,318.388443,4171.492,,,4171.492,45082.64944,4.661682278,0,0,0,0,0,0,0,3.873901286,0,0.825418231,0,9.361001795,,7.34228E-08,7.34228E-08,,0.961977836,,0.961977836,10.39640243,199.263742,5.22
PETTIS,MISSOURI,MISSOURI_PETTIS,2012,1777660032,,47870.76,,0,,,1699.004,59203.85,22627.2,,,,131400.814,8335.229994,270.3298101,8605.559804,,,,0,140006.3738,0,26.92908607,0,0,0,0,0.955753051,33.30437144,12.72864304,0,0,0,73.9178536,4.688877425,1.52071E-07,4.688877577,,0,,0,78.75880162,565.276383,13.93
PHELPS,NEBRASKA,NEBRASKA_PHELPS,2012,1399830016,12774.62,765038.9,,0,,,585.9485,157216.5,4885.586,,,,940501.5545,1540.39158,,1540.39158,,,,0,942041.9461,9.125836604,546.5227144,0,0,0,0,0.418585466,112.3111365,3.490128047,0,0,0,671.868401,1.100413309,,1.100413309,,0,,0,672.9688143,434.636813,154.83
PHELPS,MISSOURI,MISSOURI_PHELPS,2012,1746240000,,654.0121,,0,,,47.19455,360.7209,455.462,,,,1517.38955,34693.04147,1129.377873,35822.41934,,,,0,37339.80889,0,0.374525896,0,0,0,0,0.027026382,0.206570059,0.2608244,0,0,0,0.868946737,19.8672814,6.46748E-07,19.86728205,,0,,0,21.38297651,450.623254,4.75
PHILADELPHIA,PENNSYLVANIA,PENNSYLVANIA_PHILADELPHIA,2012,369664000,,,,0,,,0,0,,,,,0,436.444281,,436.444281,,,,0,436.444281,0,0,0,0,0,0,0,0,0,0,0,0,0,1.180651297,,1.180651297,,0,,0,1.180651297,522.5,0.23
